snailID,gw,gh,r0,h0,a0,c0,apAngle,shellLength,apex_x,apex_y,scaleFactor
001_EXP_sxt_H,0.103581981781793,0.127856218510803,2.63249265313238,6.70168389236737,2.43964437998258,4.38426055901874,33.3496436032022,10.3916999083649,3004.6875,1048.4375,212.224085579371
002_EXP_sxt_H,0.08828616703256,0.108619857040047,3.46683467890772,8.71846170390367,2.6298493079548,5.01707401907344,38.5390870954177,12.7030989974868,3629.57746478873,787.323943661972,211.340623792817
004_EXP_sxt_H,0.0953142083696423,0.118750050225176,3.1284219205612,7.15168114085318,2.39212830388711,4.66559424968894,27.7887529405077,11.2321209775421,3680.28169014085,747.887323943663,209.875433929743
005_EXP_sxt_H,0.0987169864409682,0.121757928383854,3.55236705819358,8.08331134309112,2.85574399161779,5.03679934456815,26.6651729338105,12.5513108612471,3607.04225352113,657.74647887324,211.432382272865
007_EXP_sxt_H,0.100896434898116,0.124890919259167,3.34362954476213,9.63486417202842,3.50306661749275,5.07053522216222,27.9506760144634,14.0860717780153,3500,426.760563380282,209.294911082791
011_EXP_sxt_H,0.103581337919856,0.131510569699294,4.23630738603205,9.95091519730521,3.47247074954101,5.322218088549,23.9157686204714,14.771544076864,3195.77464788732,426.760563380282,185.469184978425
013_EXP_sxt_H,0.0995973691723231,0.123568617450307,3.77815345390634,9.30831209864573,3.23492760232622,5.64640887269273,36.6135256236483,13.9790071401885,3392.95774647887,657.74647887324,176.904996823747
014_EXP_sxt_H,0.0974305092666868,0.120858366946365,2.64658403333882,6.06636151296364,1.97497898860217,4.2958388723783,36.5612553806499,9.54245999447616,3404.22535211268,995.774647887324,241.99134191453
018_EXP_sxt_M,0.107883279102749,0.134336570984774,3.53958750173858,8.14682814786666,3.31796465172585,5.34431377001106,25.933354875588,12.9435680142666,3471.83098591549,821.126760563381,190.265420270062
021_EXP_sxt_M,0.108855309774855,0.121066778856117,3.14101719721827,7.46705846945712,2.95001033483101,4.45928562595125,28.6059758828848,11.3973553688407,3578.87323943662,804.225352112677,190.126354284663
023_EXP_sxt_M,0.0900633806209504,0.123814074366109,3.32855992291421,10.9921852924192,3.48582256155517,4.64233977861853,32.9381847006125,14.992725890473,3195.77464788732,449.295774647888,190.811429797266
024_EXP_sxt_M,0.105917011983602,0.118374612936142,2.8218554261125,6.92894603685087,2.6225538320587,4.52441334678241,30.2727437110146,10.8167161797526,3578.87323943662,1057.74647887324,190.265420270062
025_EXP_sxt_M,0.101592592820742,0.132428039201653,3.41997513954906,8.73453662666582,3.2185914341496,4.87414251829809,33.4831496908824,12.9433281476298,3680.28169014085,849.295774647888,193.436346017924
027_EXP_sxt_M,0.10147792685875,0.118714781221898,3.78411074125138,8.69231988686524,2.98764097724325,5.17377328150475,31.6793257817928,13.1197764808068,3483.0985915493,629.577464788733,188.393407759391
030_EXP_sxt_M,0.0949806198115818,0.119741107437611,2.67547293791844,7.88720307678655,2.87026236959579,4.10022886700488,29.5829720379206,11.4718936825019,3691.54929577465,945.070422535212,193.427230046948
031_EXP_sxt_L,0.0982244823834132,0.117986974373154,3.19353536989603,9.38620292096262,3.32750407801124,5.03372513795817,35.8692875468226,13.583755334045,3556.33802816901,646.478873239437,191.926352630737
033_EXP_sxt_L,0.102280982427728,0.123509489796669,3.78135199036188,10.647059742188,3.70781779811221,5.61568275331344,33.5165028914867,15.4088267221996,3291.54929577465,488.732394366198,190.598764653033
046_EXP_ltr_H,0.111945350980546,0.135637768247403,5.83306401794422,12.5791877534998,4.72558403430632,7.91002617056712,31.4580288311741,19.4487976426732,3415.49295774648,483.098591549297,137.102063838077
049_EXP_ltr_H,0.105335686158903,0.131093342176247,5.60751894859506,14.0000415049075,4.64206863113897,7.66873294099092,40.0206946786478,20.2177352036218,3161.97183098591,697.18309859155,124.86497810238
050_EXP_ltr_H,0.0925463318577219,0.124623910896155,4.80055653312764,12.659898803554,4.59237785406272,7.44032813472214,29.0776967285115,19.2050132431168,3415.49295774648,640.845070422536,126.951690374878
052_EXP_ltr_H,0.0869597109153638,0.114876512361159,4.91845316858871,16.1268737205157,5.09512278979554,7.45637506641582,37.3487964656003,22.2903578887323,3308.45070422535,567.605633802817,126.325108423227
